Gene stable ID,Gene Synonym,Gene name
ENSG00000275610,,DUX4L21
ENSG00000105220,AMF,GPI
ENSG00000105220,NLK,GPI
ENSG00000186766,FLJ46831,FOXI2
ENSG00000149380,C-P4HALPHA(III),P4HA3
ENSG00000251395,,FTH1P9
ENSG00000285501,CCP2,AGBL2
ENSG00000285501,FLJ23598,AGBL2
ENSG00000146006,KIAA0416,LRRTM2
ENSG00000171928,CGI-148,TVP23B
ENSG00000171928,FAM18B,TVP23B
ENSG00000171928,FAM18B1,TVP23B
ENSG00000171928,YDR084C,TVP23B
ENSG00000165118,C9ORF64,QNG1
ENSG00000165118,MGC10999,QNG1
ENSG00000165646,SVAT,SLC18A2
ENSG00000165646,SVMT,SLC18A2
ENSG00000165646,VAT2,SLC18A2
ENSG00000165646,VMAT2,SLC18A2
ENSG00000280291,,
ENSG00000259500,,KRT8P24
ENSG00000145780,EUROIMAGE686608,FEM1C
ENSG00000145780,EUROIMAGE783647,FEM1C
ENSG00000145780,FEM1A,FEM1C
ENSG00000145780,KIAA1785,FEM1C
ENSG00000259614,,TUBAP12
ENSG00000280048,,
ENSG00000205362,MT1,MT1A
ENSG00000205362,MT1S,MT1A
ENSG00000259312,,
ENSG00000140443,CD221,IGF1R
ENSG00000140443,IGFIR,IGF1R
ENSG00000140443,IGFR,IGF1R
ENSG00000140443,JTK13,IGF1R
ENSG00000140443,MGC18216,IGF1R
ENSG00000284179,HSA-MIR-7-1,MIR7-1
ENSG00000284179,MIRN7-1,MIR7-1
ENSG00000202523,,Y_RNA
ENSG00000270166,,
ENSG00000263892,HSA-MIR-4667,MIR4667
ENSG00000159884,MGC31967,CCDC107
ENSG00000250862,,HMGB1P29
ENSG00000205360,,MT1CP
ENSG00000250080,,
ENSG00000249605,,
ENSG00000169688,MT1,MT1B
ENSG00000169688,MT1Q,MT1B
ENSG00000248758,,
ENSG00000213891,,RPL3P6
ENSG00000206535,NP3,LNP1
ENSG00000064652,SBBI31,SNX24
ENSG00000198417,MT1,MT1F
ENSG00000138640,ARHGAP48,FAM13A
ENSG00000138640,FAM13A1,FAM13A
ENSG00000138640,KIAA0914,FAM13A
ENSG00000198208,MGC11287,RPS6KL1
ENSG00000198208,RSKL2,RPS6KL1
ENSG00000153266,FEZL,FEZF2
ENSG00000153266,FKSG36,FEZF2
ENSG00000153266,FLJ10142,FEZF2
ENSG00000153266,TOF,FEZF2
ENSG00000153266,ZFP312,FEZF2
ENSG00000153266,ZNF312,FEZF2
ENSG00000260574,,
ENSG00000118276,BETA4GALT-VI,B4GALT6
ENSG00000155111,BA346C16.3,CDK19
ENSG00000155111,CDC2L6,CDK19
ENSG00000155111,CDK11,CDK19
ENSG00000155111,KIAA1028,CDK19
ENSG00000187193,MT-1L,MT1X
ENSG00000187193,MT1,MT1X
ENSG00000138472,GCAP3,GUCA1C
ENSG00000237472,,ATP5PFP2
ENSG00000223679,,
ENSG00000100218,RTDR1,RSPH14
ENSG00000285582,,
ENSG00000229455,,RPS10P18
ENSG00000103316,DFNA40,CRYM
ENSG00000187164,KIAA1598,SHTN1
ENSG00000187164,SHOOTIN-1,SHTN1
ENSG00000187164,SHOOTIN1,SHTN1
ENSG00000137135,C9ORF100,ARHGEF39
ENSG00000137135,FLJ14642,ARHGEF39
ENSG00000178660,,ARMC10P1
ENSG00000265478,,
ENSG00000274747,,RN7SL627P
ENSG00000284189,,
ENSG00000201489,,Y_RNA
ENSG00000277957,,SENP3-EIF4A1
ENSG00000230618,H3F3AP3,H3P12
ENSG00000230618,P18,H3P12
ENSG00000283985,C17ORF97,LIAT1
ENSG00000283985,LOC400566,LIAT1
ENSG00000170017,CD166,ALCAM
ENSG00000170017,MEMD,ALCAM
ENSG00000264772,,
ENSG00000128266,,GNAZ
ENSG00000284165,,
ENSG00000209582,ACA48,SNORA48
ENSG00000209582,SNORA48A,SNORA48
ENSG00000238917,MGU6-77,SNORD10
ENSG00000277985,RNU67,SNORA67
ENSG00000277985,U67,SNORA67
ENSG00000283883,FLJ10979,VPS53
ENSG00000283883,HCCS1,VPS53
ENSG00000129226,DKFZP686M18236,CD68
ENSG00000129226,GP110,CD68
ENSG00000129226,LAMP4,CD68
ENSG00000129226,SCARD1,CD68
ENSG00000283438,,Metazoa_SRP
ENSG00000275635,,U7
ENSG00000186716,ALL,BCR
ENSG00000186716,BCR1,BCR
ENSG00000186716,CML,BCR
ENSG00000186716,D22S11,BCR
ENSG00000186716,D22S662,BCR
ENSG00000186716,PHL,BCR
ENSG00000243136,,RN7SL22P
ENSG00000119630,D12S1900,PGF
ENSG00000119630,PGFL,PGF
ENSG00000119630,PIGF,PGF
ENSG00000119630,PLGF,PGF
ENSG00000119630,PLGF-2,PGF
ENSG00000119630,SHGC-10760,PGF
ENSG00000198467,AMCD1,TPM2
ENSG00000198467,DA1,TPM2
ENSG00000198467,NEM4,TPM2
ENSG00000277443,80K-L,MARCKS
ENSG00000277443,MACS,MARCKS
ENSG00000277443,PKCSL,MARCKS
ENSG00000251066,,
ENSG00000206181,HST832,ELOA2
ENSG00000206181,TCEB3B,ELOA2
ENSG00000206181,TCEB3L,ELOA2
ENSG00000249380,,
ENSG00000265681,L17,RPL17
ENSG00000265681,RPL23,RPL17
ENSG00000265681,UL22,RPL17
ENSG00000279118,,
ENSG00000172594,ASM3A,SMPDL3A
ENSG00000172594,ASML3A,SMPDL3A
ENSG00000172594,FLJ20177,SMPDL3A
ENSG00000172594,YR36GH4.1,SMPDL3A
ENSG00000272239,,
ENSG00000249607,,TRPC6P9
ENSG00000215325,ASSP10,ASS1P10
ENSG00000140749,DORA,IGSF6
ENSG00000255483,,METTL5P4
ENSG00000233829,,RPL26P15
ENSG00000285568,,
ENSG00000249363,,TRPC6P2
ENSG00000270996,,
ENSG00000173930,OATP-H,SLCO4C1
ENSG00000173930,OATP4C1,SLCO4C1
ENSG00000173930,OATPX,SLCO4C1
ENSG00000173930,SLC21A20,SLCO4C1
ENSG00000237162,,RPS20P9
ENSG00000285182,KIAA1014,FNBP4
ENSG00000226700,,MTND4P25
ENSG00000129255,CDGIF,MPDU1
ENSG00000129255,LEC35,MPDU1
ENSG00000129255,PQLC5,MPDU1
ENSG00000129255,SL15,MPDU1
ENSG00000129255,SLC66A5,MPDU1
ENSG00000074201,CLCI,CLNS1A
ENSG00000074201,ICLN,CLNS1A
ENSG00000223739,,RPS15AP15
ENSG00000232403,,RPL27P5
ENSG00000213626,,LBH
ENSG00000207248,,RNU6-1005P
ENSG00000207042,,RNU6-196P
ENSG00000260306,,
ENSG00000276721,,
ENSG00000140740,QCR2,UQCRC2
ENSG00000140740,UQCR2,UQCRC2
ENSG00000218424,,NDUFS5P1
ENSG00000251135,,
ENSG00000213133,,PPP1R14BP5
ENSG00000113532,PST,ST8SIA4
ENSG00000113532,PST1,ST8SIA4
ENSG00000113532,SIAT8D,ST8SIA4
ENSG00000180233,RNF202,ZNRF2
ENSG00000223298,,RNY3P8
ENSG00000219298,,
ENSG00000200211,,RNY4P27
ENSG00000173626,BA259P20.2,TRAPPC3L
ENSG00000173626,BET3L,TRAPPC3L
ENSG00000173626,FLJ11180,TRAPPC3L
ENSG00000271492,,MEMO1P5
ENSG00000243667,FLJ31741,DNAAF10
ENSG00000243667,MONAD,DNAAF10
ENSG00000243667,WDR92,DNAAF10
ENSG00000134873,CPETRL3,CLDN10
ENSG00000134873,OSP-L,CLDN10
ENSG00000154478,,GPR26
ENSG00000146409,C6ORF192,SLC18B1
ENSG00000146409,DJ55C23.6,SLC18B1
ENSG00000107518,ALP,ATRNL1
ENSG00000107518,FLJ45344,ATRNL1
ENSG00000107518,KIAA0534,ATRNL1
ENSG00000242609,CCDC137P,CCDC137P1
ENSG00000230614,,DYNLL1P7
ENSG00000279945,,
ENSG00000239288,,BRD7P7
ENSG00000285489,,Y_RNA
ENSG00000285503,,
ENSG00000128923,FAM63B,MINDY2
ENSG00000128923,KIAA1164,MINDY2
ENSG00000285046,RN5S340,RNA5SP340
ENSG00000261535,,
ENSG00000285031,,Y_RNA
ENSG00000214405,,RAP1BP2
ENSG00000284852,,YPEL5P2
ENSG00000225662,,RPL14P2
ENSG00000285121,MIMP,MTCH2
ENSG00000285121,SLC25A50,MTCH2
ENSG00000234545,MGC40405,FAM133B
ENSG00000223392,,CLDN10-AS1
ENSG00000119718,EIF-2BBETA,EIF2B2
ENSG00000119718,EIF2B,EIF2B2
ENSG00000119718,EIF2BBETA,EIF2B2
ENSG00000134874,DZIP,DZIP1
ENSG00000134874,KIAA0996,DZIP1
ENSG00000163412,MGC39820,EIF4E3
ENSG00000249774,,
ENSG00000134970,CGI-109,TMED7
ENSG00000134970,FLJ90481,TMED7
ENSG00000134970,P24G3,TMED7
ENSG00000134970,P24GAMMA3,TMED7
ENSG00000261116,,
ENSG00000242206,,RPS26P35
ENSG00000287736,AK023948,PTCSC1
ENSG00000287736,NCRNA00197,PTCSC1
ENSG00000287736,PTCSC,PTCSC1
ENSG00000219150,,
ENSG00000214457,,RPL7P29
ENSG00000046889,DEP.2,PREX2
ENSG00000046889,DEPDC2,PREX2
ENSG00000046889,FLJ12987,PREX2
ENSG00000046889,P-REX2,PREX2
ENSG00000046889,PPP1R129,PREX2
ENSG00000146072,CD358,TNFRSF21
ENSG00000146072,DR6,TNFRSF21
ENSG00000186367,KIAA1024L,MINAR2
ENSG00000239528,,RPS14P8
ENSG00000279130,,
ENSG00000229503,,RPL21P37
ENSG00000249582,,RPL7L1P4
ENSG00000235586,,
ENSG00000186854,C2ORF89,TRABD2A
ENSG00000186854,TIKI1,TRABD2A
ENSG00000205302,,SNX2
ENSG00000118514,ALDH12,ALDH8A1
ENSG00000258646,,
ENSG00000279594,,
ENSG00000227948,,
ENSG00000169902,TANGO13A,TPST1
ENSG00000119684,,MLH3
ENSG00000213553,,RPLP0P6
ENSG00000228902,,ST6GALNAC2P1
ENSG00000256448,,
ENSG00000225045,,MTND5P27
ENSG00000255246,,
ENSG00000236794,,BCRP8
ENSG00000285529,,
ENSG00000115363,FAM176A,EVA1A
ENSG00000115363,FLJ13391,EVA1A
ENSG00000115363,TMEM166,EVA1A
ENSG00000240160,,RN7SL263P
ENSG00000230701,FBW3,FBXW4P1
ENSG00000230701,FBXW3,FBXW4P1
ENSG00000230701,SHFM3P1,FBXW4P1
ENSG00000165752,MGC23665,STK32C
ENSG00000165752,PKE,STK32C
ENSG00000165752,YANK3,STK32C
ENSG00000288683,,
ENSG00000109944,C11ORF63,JHY
ENSG00000109944,FLJ23554,JHY
ENSG00000185551,ARP1,NR2F2
ENSG00000185551,COUP-TFII,NR2F2
ENSG00000185551,COUPTF2,NR2F2
ENSG00000185551,COUPTFB,NR2F2
ENSG00000185551,NF-E3,NR2F2
ENSG00000185551,SVP40,NR2F2
ENSG00000185551,TFCOUP2,NR2F2
ENSG00000070669,,ASNS
ENSG00000240107,,SSX2IPP1
ENSG00000241738,ZNF108,ZNF90P1
ENSG00000241738,ZNF108P,ZNF90P1
ENSG00000240156,,COX6CP6
ENSG00000111880,HCAP,RNGTT
ENSG00000111880,HCE,RNGTT
ENSG00000111880,HCE1,RNGTT
ENSG00000102580,ERDJ6,DNAJC3
ENSG00000102580,HP58,DNAJC3
ENSG00000102580,P58,DNAJC3
ENSG00000102580,P58(IPK),DNAJC3
ENSG00000102580,P58IPK,DNAJC3
ENSG00000102580,PRKRI,DNAJC3
ENSG00000284195,HSA-MIR-6852,MIR6852
ENSG00000240959,,ST13P14
ENSG00000107175,LUMAN,CREB3
ENSG00000107175,LZIP,CREB3
ENSG00000107175,SLZIP,CREB3
ENSG00000226082,,RPS10P10
ENSG00000249992,P40BBP,TMEM158
ENSG00000249992,RIS1,TMEM158
ENSG00000163377,FAM19A4,TAFA4
ENSG00000163377,TAFA-4,TAFA4
ENSG00000100116,KBL,GCAT
ENSG00000137714,ADX,FDX1
ENSG00000137714,FDX,FDX1
ENSG00000176142,FLJ10902,TMEM39A
ENSG00000176142,SUSR2,TMEM39A
ENSG00000273792,,
ENSG00000143889,HNRPLL,HNRNPLL
ENSG00000103995,KIAA0912,CEP152
ENSG00000103995,MCPH9,CEP152
ENSG00000103995,SCKL5,CEP152
ENSG00000137699,ATDC,TRIM29
ENSG00000137699,FLJ36085,TRIM29
ENSG00000232342,,
ENSG00000278761,,DUX4L11
ENSG00000070190,BAM32,DAPP1
ENSG00000104879,CKMM,CKM
ENSG00000271670,,
ENSG00000229622,,MTND5P2
ENSG00000154473,BUB3L,BUB3
ENSG00000227714,,MTND6P18
ENSG00000273945,HSA-MIR-6853,MIR6853
ENSG00000232373,,MTCYBP3
ENSG00000276809,,
ENSG00000070610,AD035,GBA2
ENSG00000070610,DKFZP762K054,GBA2
ENSG00000070610,KIAA1605,GBA2
ENSG00000070610,SPG46,GBA2
ENSG00000102595,FLJ10873,UGGT2
ENSG00000102595,FLJ11485,UGGT2
ENSG00000102595,HUGT2,UGGT2
ENSG00000102595,MGC117360,UGGT2
ENSG00000102595,MGC150689,UGGT2
ENSG00000102595,MGC87276,UGGT2
ENSG00000102595,UGCGL2,UGGT2
ENSG00000254065,,
ENSG00000254037,,
ENSG00000184374,CL-10,COLEC10
ENSG00000184374,CL-L1,COLEC10
ENSG00000283114,NDUFB11P,NDUFB11P1
ENSG00000283062,,PGAM1P9
ENSG00000101665,MADH7,SMAD7
ENSG00000101665,MADH8,SMAD7
ENSG00000227753,,RPL36AP31
ENSG00000260395,,
ENSG00000253756,CARSP2,CARS1P2
ENSG00000260452,,TPRKBP2
ENSG00000200652,,
ENSG00000279405,,
ENSG00000200138,,RNY1P10
ENSG00000268101,CYP2G2,CYP2G2P
ENSG00000268101,CYP2GP2,CYP2G2P
ENSG00000283662,,
ENSG00000188322,SBK,SBK1
ENSG00000156787,GM85,TBC1D31
ENSG00000156787,MGC21654,TBC1D31
ENSG00000156787,WDR67,TBC1D31
ENSG00000271299,,
ENSG00000250672,,
ENSG00000269509,,BNIP3P34
ENSG00000271585,,SELENOTP2
ENSG00000213488,,
ENSG00000199564,RN5S502,RNA5SP502
ENSG00000238426,,Y_RNA
ENSG00000169302,MGC22688,STK32A
ENSG00000169302,YANK1,STK32A
ENSG00000226641,,SHISA5P1
ENSG00000126261,FLJ13058,UBA2
ENSG00000126261,HRIHFB2115,UBA2
ENSG00000126261,SAE2,UBA2
ENSG00000271623,,
ENSG00000128310,,GALR3
ENSG00000275429,HSA-MIR-6862-1,MIR6862-1
ENSG00000264573,,RN7SL15P
ENSG00000261089,,CDC37P2
ENSG00000225238,,GEMIN7P1
ENSG00000270118,,
ENSG00000212207,,RNU6-1321P
ENSG00000217624,,YWHAZP10
ENSG00000261832,,
ENSG00000226439,,
ENSG00000242559,,RN7SL144P
ENSG00000244004,,RPS3AP19
ENSG00000171657,,GPR82
ENSG00000242431,,RPL21P52
ENSG00000138650,KIAA1400,PCDH10
ENSG00000138650,OL-PCDH,PCDH10
ENSG00000284197,HSA-MIR-658,MIR658
ENSG00000284197,MIRN658,MIR658
ENSG00000207696,HSA-MIR-659,MIR659
ENSG00000207696,MIRN659,MIR659
ENSG00000100129,EIF3EIP,EIF3L
ENSG00000100129,EIF3S11,EIF3L
ENSG00000100129,EIF3S6IP,EIF3L
ENSG00000100129,HSPC021,EIF3L
ENSG00000100129,HSPC025,EIF3L
ENSG00000229822,,RPS15AP39
ENSG00000237875,,
ENSG00000251807,,RNU6-202P
ENSG00000237106,FABP5L15,FABP5P15
ENSG00000200906,,RNU6-854P
ENSG00000263410,,RN7SL460P
ENSG00000131174,,COX7B
ENSG00000206924,,RNU6-689P
ENSG00000119640,,ACYP1
ENSG00000141429,GALNAC-T1,GALNT1
ENSG00000242841,,KRT8P35
ENSG00000163666,ANF,HESX1
ENSG00000163666,RPX,HESX1
ENSG00000224733,,
ENSG00000250375,,
ENSG00000216853,,MTCYBP36
ENSG00000219747,,RPL32P16
ENSG00000251022,,THAP9-AS1
ENSG00000234391,,
ENSG00000227302,PSISSX9,SSX19P
ENSG00000227302,SSXP9,SSX19P
ENSG00000230100,,
ENSG00000270747,,S100A11P9
ENSG00000213150,,
ENSG00000165584,CT5.3,SSX3
ENSG00000218872,,
ENSG00000231120,RAET1J,BTF3P10
ENSG00000269919,,
ENSG00000197272,IL-27,IL27
ENSG00000197272,IL-27A,IL27
ENSG00000197272,IL27A,IL27
ENSG00000197272,IL27P28,IL27
ENSG00000197272,IL30,IL27
ENSG00000197272,MGC71873,IL27
ENSG00000197272,P28,IL27
ENSG00000213117,,MEMO1P2
ENSG00000119703,C14ORF140,ZC2HC1C
ENSG00000119703,FAM164C,ZC2HC1C
ENSG00000217044,,MTCO3P31
ENSG00000129194,SOX20,SOX15
ENSG00000129194,SOX26,SOX15
ENSG00000129194,SOX27,SOX15
ENSG00000279960,,
ENSG00000232362,ATP5KP2,ATP5MGP2
ENSG00000232362,ATP5LP2,ATP5MGP2
ENSG00000220745,,C11orf98P2
ENSG00000216316,,RPL13AP15
ENSG00000146378,GPR58,TAAR2
ENSG00000107185,KIAA0258,RGP1
ENSG00000244130,,UBE2Q2P9
ENSG00000295670,,
ENSG00000295673,,
ENSG00000241861,,GAPDHP50
ENSG00000295714,,
ENSG00000270071,,
ENSG00000113845,C3ORF1,TIMMDC1
ENSG00000113845,FLJ22597,TIMMDC1
ENSG00000271495,,
ENSG00000123545,BA22L21.1,NDUFAF4
ENSG00000123545,C6ORF66,NDUFAF4
ENSG00000123545,HRPAP20,NDUFAF4
ENSG00000123545,HSPC125,NDUFAF4
ENSG00000123545,MY013,NDUFAF4
ENSG00000176476,CCDC101,SGF29
ENSG00000176476,FLJ32446,SGF29
ENSG00000176476,TDRD29,SGF29
ENSG00000189007,DEADC1,ADAT2
ENSG00000189007,DJ20N2.1,ADAT2
ENSG00000189007,TAD2,ADAT2
ENSG00000278996,,
ENSG00000295777,,
ENSG00000129214,ABP,SHBG
ENSG00000129214,MGC126834,SHBG
ENSG00000129214,MGC138391,SHBG
ENSG00000129214,TEBG,SHBG
ENSG00000258978,,HIF1AP1
ENSG00000170348,P23,TMED10
ENSG00000170348,P24(DELTA),TMED10
ENSG00000170348,P24D1,TMED10
ENSG00000170348,P24DELTA1,TMED10
ENSG00000170348,TMP21,TMED10
ENSG00000295784,,
ENSG00000295792,,
ENSG00000232124,,
ENSG00000132429,BA355M14.1,POPDC3
ENSG00000132429,MGC22671,POPDC3
ENSG00000132429,POP3,POPDC3
ENSG00000225055,,
ENSG00000234448,,
ENSG00000268009,CT5.4,SSX4
ENSG00000215183,PC-3,MSMP
ENSG00000215183,PSMP,MSMP
ENSG00000295834,,
ENSG00000236830,PLNCRNA-1,CBR3-AS1
ENSG00000262095,,MTATP6P25
ENSG00000218716,,RPL12P23
ENSG00000111817,DS-EPI1,DSE
ENSG00000111817,DSEPI,DSE
ENSG00000111817,SART2,DSE
ENSG00000248722,,AK3P4
ENSG00000251054,,
ENSG00000286839,,
ENSG00000137098,BS-84,SPAG8
ENSG00000137098,CT142,SPAG8
ENSG00000137098,HSD-1,SPAG8
ENSG00000137098,HSMP-1,SPAG8
ENSG00000137098,SPAG3,SPAG8
ENSG00000250847,,
ENSG00000213438,,YBX2P1
ENSG00000230468,KIAA0664L5,CLUHP5
ENSG00000230468,KIAA0664P5,CLUHP5
ENSG00000286295,,
ENSG00000254636,ARMD8,ARMS2
ENSG00000254636,LOC387715,ARMS2
ENSG00000250076,,MAPRE1P2
ENSG00000248667,,
ENSG00000170153,KIAA1214,RNF150
ENSG00000215421,FLJ13839,ZNF407
ENSG00000215421,FLJ20307,ZNF407
ENSG00000215421,KIAA1703,ZNF407
ENSG00000277879,,
ENSG00000278664,DUX10,DUX4L10
ENSG00000252013,,RNU4ATAC14P
ENSG00000254536,,
ENSG00000100665,KAL,SERPINA4
ENSG00000100665,KLST,SERPINA4
ENSG00000100665,KST,SERPINA4
ENSG00000100665,PI4,SERPINA4
ENSG00000044115,CAP102,CTNNA1
ENSG00000279725,,
ENSG00000176769,FLJ38950,TCERG1L
ENSG00000226977,,HMGN1P24
ENSG00000185352,,HS6ST3
ENSG00000242614,,RN7SL164P
ENSG00000283487,HSA-MIR-4501,MIR4501
ENSG00000278665,,
ENSG00000233273,,AMMECR1LP1
ENSG00000226134,,
ENSG00000259982,A-761H5.2,CDC37P1
ENSG00000286544,,
ENSG00000272281,,TPTE2P2
ENSG00000278340,HSA-MIR-6862-2,MIR6862-2
ENSG00000270424,,
ENSG00000240634,,
ENSG00000231603,,
ENSG00000260570,,
ENSG00000231489,,
ENSG00000226971,,
ENSG00000178952,EF-TUMT,TUFM
ENSG00000178952,EFTU,TUFM
ENSG00000068438,CDLIV,FTSJ1
ENSG00000068438,JM23,FTSJ1
ENSG00000068438,MRX44,FTSJ1
ENSG00000068438,MRX9,FTSJ1
ENSG00000068438,SPB1,FTSJ1
ENSG00000068438,TRM7,FTSJ1
ENSG00000068438,TRMT7,FTSJ1
ENSG00000225239,,RPL21P107
ENSG00000259831,,LINC00567
ENSG00000185989,GAP1IP4BP,RASA3
ENSG00000185989,GAPIII,RASA3
ENSG00000176095,IHPK1,IP6K1
ENSG00000176095,KIAA0263,IP6K1
ENSG00000162396,DKFZP727A071,PARS2
ENSG00000284686,,
ENSG00000162378,FLJ13456,ZYG11B
ENSG00000162378,ZYG11,ZYG11B
ENSG00000295923,,
ENSG00000233393,,
ENSG00000242265,HB-1,PEG10
ENSG00000242265,KIAA1051,PEG10
ENSG00000242265,MAR2,PEG10
ENSG00000242265,MART2,PEG10
ENSG00000242265,MEF3L,PEG10
ENSG00000242265,RGAG3,PEG10
ENSG00000242265,RTL2,PEG10
ENSG00000242265,SIRH1,PEG10
ENSG00000226742,FLJ10967,HSBP1L1
ENSG00000226742,MGC189743,HSBP1L1
ENSG00000287145,,
ENSG00000295969,,
ENSG00000293210,C21orf122,SSR4P1
ENSG00000293210,PRED57,SSR4P1
ENSG00000293210,PRED90,SSR4P1
ENSG00000115946,KHRBP1,PNO1
ENSG00000115946,RRP20,PNO1
ENSG00000223528,,
ENSG00000273492,,APP-DT
ENSG00000213091,PHBP1,PHB1P1
ENSG00000164494,BA59I9.3,PDSS2
ENSG00000164494,C6ORF210,PDSS2
ENSG00000164494,COQ1B,PDSS2
ENSG00000137133,,HINT2
ENSG00000141759,DIB1,TXNL4A
ENSG00000141759,DIM1,TXNL4A
ENSG00000141759,HST161,TXNL4A
ENSG00000141759,SNRNP15,TXNL4A
ENSG00000141759,TXNL4,TXNL4A
ENSG00000141759,U5-15KD,TXNL4A
ENSG00000188488,PAI3,SERPINA5
ENSG00000188488,PCI,SERPINA5
ENSG00000188488,PLANH3,SERPINA5
ENSG00000188488,PROCI,SERPINA5
ENSG00000272627,,
ENSG00000296063,,
ENSG00000287565,,
ENSG00000233477,,PPIAP38
ENSG00000296085,,
ENSG00000278790,,DUX4L12
ENSG00000279913,,
ENSG00000296104,,
ENSG00000248434,,
ENSG00000232560,C21ORF37,LINC01549
ENSG00000227096,,HMGB3P8
ENSG00000232805,,NIP7P1
ENSG00000249764,,
ENSG00000280446,,
ENSG00000287936,,
ENSG00000265763,FLJ32104,ZNF488
ENSG00000249000,,
ENSG00000296141,,
ENSG00000232969,,
ENSG00000251266,,LINC02429
ENSG00000223836,,
ENSG00000296381,,
ENSG00000288885,,
ENSG00000232072,,
ENSG00000296512,,
ENSG00000222042,,
ENSG00000109445,HSA6591,ZNF330
ENSG00000109445,NOA36,ZNF330
ENSG00000198919,HRUL138,DZIP3
ENSG00000198919,PPP1R66,DZIP3
ENSG00000237818,,RPS3AP29
ENSG00000271353,,
ENSG00000135249,FLJ11785,RINT1
ENSG00000135249,RINT-1,RINT1
ENSG00000277274,,DUX4L22
ENSG00000296786,,
ENSG00000276046,,DUX4L13
ENSG00000228355,,
ENSG00000232334,,
ENSG00000227586,,RPS26P39
ENSG00000182645,C10ORF96,CCDC172
ENSG00000182645,MGC35062,CCDC172
ENSG00000296857,,
ENSG00000215712,BM033,TMEM242
ENSG00000215712,C6ORF35,TMEM242
ENSG00000296862,,
ENSG00000296867,,
ENSG00000223977,,
ENSG00000283845,HSA-MIR-4721,MIR4721
ENSG00000261766,,
ENSG00000252461,,
ENSG00000284075,,
ENSG00000284323,,
ENSG00000236259,,PPIAP64
ENSG00000284390,,
ENSG00000296878,,
ENSG00000284153,RPS4P17,RPS4XP17
ENSG00000216642,,
ENSG00000296886,,
ENSG00000177548,FLJ23282,RABEP2
ENSG00000177548,FRA,RABEP2
ENSG00000283979,CFM1,RFLNB
ENSG00000283979,FAM101B,RFLNB
ENSG00000283979,MGC45871,RFLNB
ENSG00000283979,REFILINB,RFLNB
ENSG00000286524,,
ENSG00000296905,,
ENSG00000118922,AP-2REP,KLF12
ENSG00000118922,AP2REP,KLF12
ENSG00000118922,HSPC122,KLF12
ENSG00000229349,ACTGP9,ACTG1P9
ENSG00000279094,,LINC01670
ENSG00000138035,DFNB70,PNPT1
ENSG00000138035,OLD-35,PNPT1
ENSG00000138035,OLD35,PNPT1
ENSG00000138035,PNPASE,PNPT1
ENSG00000057663,APG5,ATG5
ENSG00000057663,APG5L,ATG5
ENSG00000057663,ASP,ATG5
ENSG00000057663,HAPG5,ATG5
ENSG00000259818,,CZIB-DT
ENSG00000234318,,
ENSG00000227485,,
ENSG00000296939,,
ENSG00000236646,HBXIPL,LAMTOR5P1
ENSG00000236646,HBXIPP1,LAMTOR5P1
ENSG00000290541,4F-se4[6:7:8],CYP4F29P
ENSG00000290541,C21orf15,CYP4F29P
ENSG00000290541,CYP4F-se4[6:7:8],CYP4F29P
ENSG00000290541,CYP4F3LP,CYP4F29P
ENSG00000243725,CNS1,TTC4
ENSG00000243725,FLJ41930,TTC4
ENSG00000243725,MGC5097,TTC4
ENSG00000285645,,
ENSG00000147155,CDPX2,EBP
ENSG00000147155,CHO2,EBP
ENSG00000147155,CPX,EBP
ENSG00000147155,CPXD,EBP
ENSG00000267127,,
ENSG00000148908,,RGS10
ENSG00000137103,C9ORF127,TMEM8B
ENSG00000137103,FP588,TMEM8B
ENSG00000137103,LINC00950,TMEM8B
ENSG00000137103,NAG-5,TMEM8B
ENSG00000137103,NGX6,TMEM8B
ENSG00000137103,NGX6A,TMEM8B
ENSG00000133101,CT146,CCNA1
ENSG00000244400,RPS4P12,RPS4XP12
ENSG00000297006,,
ENSG00000254880,PKNOX2-AS1,PKNOX2-DT
ENSG00000297036,,
ENSG00000256073,C21ORF119,URB1-AS1
ENSG00000256073,MGC14136,URB1-AS1
ENSG00000256073,PRED84,URB1-AS1
ENSG00000297102,,
ENSG00000101546,C18ORF22,RBFA
ENSG00000101546,FLJ21172,RBFA
ENSG00000101546,HST169,RBFA
ENSG00000233236,,LINC02573
ENSG00000289899,,
ENSG00000215424,C21ORF85,MCM3AP-AS1
ENSG00000215424,FLJ10508,MCM3AP-AS1
ENSG00000215424,MCM3AP-AS,MCM3AP-AS1
ENSG00000215424,MCM3APAS,MCM3AP-AS1
ENSG00000215424,NCRNA00031,MCM3AP-AS1
ENSG00000196914,KIAA0382,ARHGEF12
ENSG00000196914,LARG,ARHGEF12
ENSG00000237618,,BTBD7P2
ENSG00000226253,,MRPL35P3
ENSG00000171872,FLJ40160,KLF17
ENSG00000171872,ZFP393,KLF17
ENSG00000171872,ZNF393,KLF17
ENSG00000185737,,NRG3
ENSG00000162407,LPP3,PLPP3
ENSG00000162407,PAP-2B,PLPP3
ENSG00000162407,PPAP2B,PLPP3
ENSG00000286268,,
ENSG00000157470,MGC26690,FAM81A
ENSG00000276823,,Metazoa_SRP
ENSG00000202469,,Y_RNA
ENSG00000227042,,
ENSG00000273259,,
ENSG00000207202,,RNU6-800P
ENSG00000197838,CPAD,CYP2A13
ENSG00000197838,CYP2A,CYP2A13
